"AD_PERFORMANCE_REPORT (Jul 1, 2022-Jul 3, 2022)"
Ad,Headline 1,Headline 2,Expanded Text Ad Headline 3,Display URL,Description,Description line 1,Description line 2,Ad type,Ad ID,Impressions,Clicks,Cost,Conversions,Responsive Search Ad headlines,Responsive Search Ad descriptions,Responsive Search Ad path 1,Responsive Search Ad path 2,Expanded Text Ad Description 2,Expanded Dynamic Search Ad Description 2,Final URL,Path 1,Path 2,Long headline,Headlines (multi asset responsive display),Long headline (multi asset responsive display),Descriptions (multi asset responsive display),CTR,Day
, --, --, --,, --,,,Responsive search ad,589905641203,5,0,0,0.00,"[{""assetText"":""Abel Tasman Water Taxi"",""assetId"":18186985703,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Scenic Cruises & Charters"",""assetId"":18186976103,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Online Booking System"",""assetId"":18186976082,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Get Closer To The Scenery"",""assetId"":18186976079,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Access Secret Coastal Spots"",""assetId"":18186976088,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Abel Tasman Is Where It's At"",""assetId"":18218276976,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Online Today"",""assetId"":18218276979,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Public Small Boat Trips"",""assetId"":18186976076,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Aqua Taxis - Abel Tasman"",""assetId"":18186976094,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""One Of A Kind Boat Launch"",""assetId"":18186985706,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Private Small Boat Trips"",""assetId"":18186985697,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Abel Tasman Sea Shuttles Provide A Quick & Convenient Access To The 6 Major Bays."",""assetId"":36015831368,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Your Sea Shuttle Tour Online. Get Up Close To The Beautiful Coastline & Wildlife"",""assetId"":36015831371,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Our Online Booking Service Lets You Design Your Own Trip & Receive Instant Confirmation."",""assetId"":18186976106,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Scenic Cruises & Charters. All Day Boat Tours, Create Your Own Day Out."",""assetId"":18186976100,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",watertaxi,booking, --, --,"[""https://www.abeltasman.com/activities/water-taxis/?utm_source=google&utm_medium=cpc&utm_campaign=watertaxis""]", --, --, --, --, --, --,0.00%,2022-07-03
, --, --, --,, --,,,Responsive search ad,557965538845,52,5,2830000,0.00,"[{""assetText"":""Abel Tasman National Park"",""assetId"":18218276997,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We're A Zero Carbon Business"",""assetId"":18218277003,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""NZ's Best National Park"",""assetId"":18218276973,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Fun For All Ages"",""assetId"":18218277006,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Abel Tasman Is Where It's At"",""assetId"":18218276976,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Online Today"",""assetId"":18218276979,""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Gift Vouchers Available"",""assetId"":18218276994,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Plan With Our Trip Finder"",""assetId"":18218276985,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Abel Tasman Walks"",""assetId"":36452698482,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Abel Tasman - A Kiwi Experience Of A Lifetime. From Kayaking, Water Taxis & Nature Walks."",""assetId"":18218276988,""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Your Summer Trip Online Today. Bring The Family & Build Lifelong Memories."",""assetId"":18218276982,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We're A Locally Owned Family Business, Making Abel Tasman Memories For Over 20 Years."",""assetId"":18218276991,""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Deeply Committed To Providing Our Customers With A Quality Experience."",""assetId"":18218277000,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""}]", --, --, --, --,"[""https://www.abeltasman.com/?utm_source=google&utm_medium=cpc&utm_campaign=brand""]", --, --, --, --, --, --,9.62%,2022-07-01
, --, --, --,, --,,,Responsive search ad,557898424440,5,2,1270000,0.00,"[{""assetText"":""Marahau Water Taxi"",""assetId"":18186976085,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Scenic Cruises & Charters"",""assetId"":18186976103,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Online Booking System"",""assetId"":18186976082,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Get Closer To The Scenery"",""assetId"":18186976079,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Access Secret Coastal Spots"",""assetId"":18186976088,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Abel Tasman Is Where It's At"",""assetId"":18218276976,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Online Today"",""assetId"":18218276979,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Public Small Boat Trips"",""assetId"":18186976076,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Aqua Taxis - Abel Tasman"",""assetId"":18186976094,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Marahau Water Taxis Provide A Quick & Convenient Access To The 6 Major Bays."",""assetId"":18186976097,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Your Water Taxi Tour Online Today. Get Up Close To The Beautiful Coastline & Wildlife"",""assetId"":18186976091,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Our Online Booking Service Lets You Design Your Own Trip & Receive Instant Confirmation."",""assetId"":18186976106,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Scenic Cruises & Charters. All Day Boat Tours, Create Your Own Day Out."",""assetId"":18186976100,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",watertaxi, --, --, --,"[""https://www.abeltasman.com/activities/water-taxis/?utm_source=google&utm_medium=cpc&utm_campaign=watertaxis""]", --, --, --, --, --, --,40.00%,2022-07-01
, --, --, --,, --,,,Responsive search ad,558027110783,13,7,2610000,0.00,"[{""assetText"":""Abel Tasman Water Taxi"",""assetId"":18186985703,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Scenic Cruises & Charters"",""assetId"":18186976103,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Online Booking System"",""assetId"":18186976082,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Get Closer To The Scenery"",""assetId"":18186976079,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Access Secret Coastal Spots"",""assetId"":18186976088,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Abel Tasman Is Where It's At"",""assetId"":18218276976,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Online Today"",""assetId"":18218276979,""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Public Small Boat Trips"",""assetId"":18186976076,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Aqua Taxis - Abel Tasman"",""assetId"":18186976094,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""One Of A Kind Boat Launch"",""assetId"":18186985706,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Private Small Boat Trips"",""assetId"":18186985697,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Abel Tasman Water Taxis Provide A Quick & Convenient Access To The 6 Major Bays."",""assetId"":18186985700,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Your Water Taxi Tour Online Today. Get Up Close To The Beautiful Coastline & Wildlife"",""assetId"":18186976091,""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Our Online Booking Service Lets You Design Your Own Trip & Receive Instant Confirmation."",""assetId"":18186976106,""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Scenic Cruises & Charters. All Day Boat Tours, Create Your Own Day Out."",""assetId"":18186976100,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""}]",watertaxi,booking, --, --,"[""https://www.abeltasman.com/activities/water-taxis/?utm_source=google&utm_medium=cpc&utm_campaign=watertaxis""]", --, --, --, --, --, --,53.85%,2022-07-01
, --, --, --,,The Abel Tasman National Park Is NZ's Sea Kayaking Mecca For Over 30 Years.,,,Expanded dynamic search ad,557900167125,2,0,0,0.00, --, --, --, --, --,Book Your Kayaking Tour Online Today. Browse Over 20 Tour Options Available., --, --, --, --, --, --, --,0.00%,2022-07-02
, --, --, --,, --,,,Responsive search ad,593005508626,1,0,0,0.00,"[{""assetText"":""Abel Tasman Walk & Kayak"",""assetId"":37066669350,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""A Range Of Kayaking Options"",""assetId"":18218453748,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We're A Zero Carbon Business"",""assetId"":18218277003,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Get Closer To The Scenery"",""assetId"":18186976079,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Access 6 Coastal Drop Spots"",""assetId"":18218453754,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Abel Tasman Is Where It's At"",""assetId"":18218276976,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Online Today"",""assetId"":18218276979,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Beautiful Coastline To Explore"",""assetId"":18218453736,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""NZ's Sea Kayaking Mecca"",""assetId"":18218453739,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2 Hours - Multi Day Rental"",""assetId"":18218453745,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""The Abel Tasman National Park Is NZ's Sea Kayaking Mecca For Over 30 Years."",""assetId"":18218476098,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Your Walk & Kayak Tour Online Today. Browse Over 20 Tour Options Available."",""assetId"":37071282513,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Pull Your Kayak Up Onto A Beach To Camp For The Night Or Plan A Day Trip."",""assetId"":18218453763,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""The Coastline Offers Breathtaking Views Down To Lush Forest Fringed Golden-sand Beaches."",""assetId"":37065451878,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]", --, --, --, --,"[""https://www.abeltasman.com/""]", --, --, --, --, --, --,0.00%,2022-07-02
, --, --, --,, --,,,Responsive search ad,589905641203,3,0,0,0.00,"[{""assetText"":""Abel Tasman Water Taxi"",""assetId"":18186985703,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Scenic Cruises & Charters"",""assetId"":18186976103,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Online Booking System"",""assetId"":18186976082,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Get Closer To The Scenery"",""assetId"":18186976079,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Access Secret Coastal Spots"",""assetId"":18186976088,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Abel Tasman Is Where It's At"",""assetId"":18218276976,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Online Today"",""assetId"":18218276979,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Public Small Boat Trips"",""assetId"":18186976076,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Aqua Taxis - Abel Tasman"",""assetId"":18186976094,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""One Of A Kind Boat Launch"",""assetId"":18186985706,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Private Small Boat Trips"",""assetId"":18186985697,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Abel Tasman Sea Shuttles Provide A Quick & Convenient Access To The 6 Major Bays."",""assetId"":36015831368,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Your Sea Shuttle Tour Online. Get Up Close To The Beautiful Coastline & Wildlife"",""assetId"":36015831371,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Our Online Booking Service Lets You Design Your Own Trip & Receive Instant Confirmation."",""assetId"":18186976106,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Scenic Cruises & Charters. All Day Boat Tours, Create Your Own Day Out."",""assetId"":18186976100,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",watertaxi,booking, --, --,"[""https://www.abeltasman.com/activities/water-taxis/?utm_source=google&utm_medium=cpc&utm_campaign=watertaxis""]", --, --, --, --, --, --,0.00%,2022-07-02
, --, --, --,, --,,,Responsive search ad,557965538845,63,7,3750000,0.00,"[{""assetText"":""Abel Tasman National Park"",""assetId"":18218276997,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We're A Zero Carbon Business"",""assetId"":18218277003,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""NZ's Best National Park"",""assetId"":18218276973,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Fun For All Ages"",""assetId"":18218277006,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Abel Tasman Is Where It's At"",""assetId"":18218276976,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Online Today"",""assetId"":18218276979,""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Gift Vouchers Available"",""assetId"":18218276994,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Plan With Our Trip Finder"",""assetId"":18218276985,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Abel Tasman Walks"",""assetId"":36452698482,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Abel Tasman - A Kiwi Experience Of A Lifetime. From Kayaking, Water Taxis & Nature Walks."",""assetId"":18218276988,""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Your Summer Trip Online Today. Bring The Family & Build Lifelong Memories."",""assetId"":18218276982,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We're A Locally Owned Family Business, Making Abel Tasman Memories For Over 20 Years."",""assetId"":18218276991,""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We Are Deeply Committed To Providing Our Customers With A Quality Experience."",""assetId"":18218277000,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""}]", --, --, --, --,"[""https://www.abeltasman.com/?utm_source=google&utm_medium=cpc&utm_campaign=brand""]", --, --, --, --, --, --,11.11%,2022-07-03
, --, --, --,, --,,,Responsive search ad,558028200857,1,1,640000,0.00,"[{""assetText"":""Marahau Kayaking Tours"",""assetId"":18218453742,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""A Range Of Kayaking Options"",""assetId"":18218453748,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We're A Zero Carbon Business"",""assetId"":18218277003,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Get Closer To The Scenery"",""assetId"":18186976079,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Access 6 Coastal Drop Spots"",""assetId"":18218453754,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Abel Tasman Is Where It's At"",""assetId"":18218276976,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Online Today"",""assetId"":18218276979,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Beautiful Coastline To Explore"",""assetId"":18218453736,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""NZ's Sea Kayaking Mecca"",""assetId"":18218453739,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2 Hours - Multi Day Rental"",""assetId"":18218453745,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Marahau Is NZ's Sea Kayaking Mecca & Has Been For Over 30 Years."",""assetId"":18218453757,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Your Kayaking Tour Online Today. Browse Over 20 Tour Options Available."",""assetId"":18218453760,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Pull Your Kayak Up Onto A Beach To Camp For The Night Or Plan A Day Trip."",""assetId"":18218453763,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Abel Tasman Is Perfect For First-Time Paddlers Or Seasoned Kayakers."",""assetId"":18218453751,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",tours,kayaking, --, --,"[""https://www.abeltasman.com/activities/kayaking/?utm_source=google&utm_medium=cpc&utm_campaign=kayaking""]", --, --, --, --, --, --,100.00%,2022-07-03
, --, --, --,,The Abel Tasman National Park Is NZ's Sea Kayaking Mecca For Over 30 Years.,,,Expanded dynamic search ad,557900167125,3,0,0,0.00, --, --, --, --, --,Book Your Kayaking Tour Online Today. Browse Over 20 Tour Options Available., --, --, --, --, --, --, --,0.00%,2022-07-03
, --, --, --,, --,,,Responsive search ad,558028348475,18,3,4360000,0.00,"[{""assetText"":""Abel Tasman Kayaking Tours"",""assetId"":18218476095,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""A Range Of Kayaking Options"",""assetId"":18218453748,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""We're A Zero Carbon Business"",""assetId"":18218277003,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Get Closer To The Scenery"",""assetId"":18186976079,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Access 6 Coastal Drop Spots"",""assetId"":18218453754,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Abel Tasman Is Where It's At"",""assetId"":18218276976,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Online Today"",""assetId"":18218276979,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Beautiful Coastline To Explore"",""assetId"":18218453736,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""NZ's Sea Kayaking Mecca"",""assetId"":18218453739,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""2 Hours - Multi Day Rental"",""assetId"":18218453745,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""The Abel Tasman National Park Is NZ's Sea Kayaking Mecca For Over 30 Years."",""assetId"":18218476098,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Your Kayaking Tour Online Today. Browse Over 20 Tour Options Available."",""assetId"":18218453760,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Pull Your Kayak Up Onto A Beach To Camp For The Night Or Plan A Day Trip."",""assetId"":18218453763,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Abel Tasman Is Perfect For First-Time Paddlers Or Seasoned Kayakers."",""assetId"":18218453751,""assetPerformanceLabel"":""PENDING"",""assetApprovalStatus"":""APPROVED""}]",tours,kayaking, --, --,"[""https://www.abeltasman.com/activities/kayaking/?utm_source=google&utm_medium=cpc&utm_campaign=kayaking""]", --, --, --, --, --, --,16.67%,2022-07-03
, --, --, --,,Abel Tasman Water Taxis Provide A Quick & Convenient Access To The 6 Major Bays.,,,Expanded dynamic search ad,557967190447,6,4,3550000,0.00, --, --, --, --, --,Book Your Water Taxi Tour Online Today. Get Up Close To The Beautiful Coastline & Wildlife, --, --, --, --, --, --, --,66.67%,2022-07-03
, --, --, --,, --,,,Responsive search ad,558027110783,17,7,5320000,0.00,"[{""assetText"":""Abel Tasman Water Taxi"",""assetId"":18186985703,""pinnedField"":""HEADLINE_1"",""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Scenic Cruises & Charters"",""assetId"":18186976103,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Online Booking System"",""assetId"":18186976082,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Get Closer To The Scenery"",""assetId"":18186976079,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Access Secret Coastal Spots"",""assetId"":18186976088,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Abel Tasman Is Where It's At"",""assetId"":18218276976,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Online Today"",""assetId"":18218276979,""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Public Small Boat Trips"",""assetId"":18186976076,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Aqua Taxis - Abel Tasman"",""assetId"":18186976094,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""One Of A Kind Boat Launch"",""assetId"":18186985706,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Private Small Boat Trips"",""assetId"":18186985697,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""}]","[{""assetText"":""Abel Tasman Water Taxis Provide A Quick & Convenient Access To The 6 Major Bays."",""assetId"":18186985700,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Book Your Water Taxi Tour Online Today. Get Up Close To The Beautiful Coastline & Wildlife"",""assetId"":18186976091,""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Our Online Booking Service Lets You Design Your Own Trip & Receive Instant Confirmation."",""assetId"":18186976106,""assetPerformanceLabel"":""GOOD"",""assetApprovalStatus"":""APPROVED""},{""assetText"":""Scenic Cruises & Charters. All Day Boat Tours, Create Your Own Day Out."",""assetId"":18186976100,""assetPerformanceLabel"":""LEARNING"",""assetApprovalStatus"":""APPROVED""}]",watertaxi,booking, --, --,"[""https://www.abeltasman.com/activities/water-taxis/?utm_source=google&utm_medium=cpc&utm_campaign=watertaxis""]", --, --, --, --, --, --,41.18%,2022-07-03
Total, --, --, --, --, --, --, --, --, --,307,76,52850000,3.00, --, --, --, --, --, --, --, --, --, --, --, --, --,24.76%, --
