"CAMPAIGN_PERFORMANCE_REPORT (Jun 22, 2022-Jun 28, 2022)"
Campaign ID,Campaign,Impressions,Clicks,Cost,Conversions,Day,Device,Network,Top vs. Other,Currency,Cost / conv.,CTR,Avg. CPC,Conv. rate,Total conv. value,Avg. Cost,Avg. CPM,Network (with search partners)
17559924934,AIR X-TREME LLC,2,0,0,0.00,2022-06-25,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
17559924934,AIR X-TREME LLC,31,3,5360000,0.00,2022-06-25,Mobile devices with full browsers,Search Network,Search partners: Other,USD,0,9.68%,1786667,0.00%,0.00,1786667,172903226,Search partners
17559924934,AIR X-TREME LLC,21,1,1260000,0.00,2022-06-27,Computers,Search Network,Search partners: Other,USD,0,4.76%,1260000,0.00%,0.00,1260000,60000000,Search partners
17559924934,AIR X-TREME LLC,2,0,0,0.00,2022-06-26,Mobile devices with full browsers,Display Network,Google Display Network,USD,0,0.00%,0,0.00%,0.00,0,0,Display Network
17559924934,AIR X-TREME LLC,4,0,0,0.00,2022-06-28,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
17559924934,AIR X-TREME LLC,2,0,0,0.00,2022-06-26,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
17559924934,AIR X-TREME LLC,3,0,0,0.00,2022-06-25,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
17559924934,AIR X-TREME LLC,11,3,5670000,0.00,2022-06-25,Computers,Search Network,Search partners: Other,USD,0,27.27%,1890000,0.00%,0.00,1890000,515454545,Search partners
17559924934,AIR X-TREME LLC,19,3,6680000,0.00,2022-06-28,Mobile devices with full browsers,Search Network,Search partners: Other,USD,0,15.79%,2226667,0.00%,0.00,2226667,351578947,Search partners
17559924934,AIR X-TREME LLC,3,0,0,0.00,2022-06-27,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
17559924934,AIR X-TREME LLC,24,0,0,0.00,2022-06-28,Mobile devices with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
17559924934,AIR X-TREME LLC,15,0,0,0.00,2022-06-27,Mobile devices with full browsers,Display Network,Google Display Network,USD,0,0.00%,0,0.00%,0.00,0,0,Display Network
17559924934,AIR X-TREME LLC,53,8,15680000,0.00,2022-06-27,Mobile devices with full browsers,Search Network,Search partners: Other,USD,0,15.09%,1960000,0.00%,0.00,1960000,295849057,Search partners
17559924934,AIR X-TREME LLC,3,0,0,0.00,2022-06-25,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
17559924934,AIR X-TREME LLC,6,0,0,0.00,2022-06-28,Mobile devices with full browsers,Display Network,Google Display Network,USD,0,0.00%,0,0.00%,0.00,0,0,Display Network
17559924934,AIR X-TREME LLC,11,1,3820000,0.00,2022-06-27,Computers,Search Network,Google search: Top,USD,0,9.09%,3820000,0.00%,0.00,3820000,347272727,Google search
17559924934,AIR X-TREME LLC,1,0,0,0.00,2022-06-26,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search
