"CAMPAIGN_PERFORMANCE_REPORT (Jul 1, 2022-Jul 17, 2022)"
Campaign ID,Campaign,Impressions,Clicks,Cost,Conversions,Day,Device,Network,Top vs. Other,Currency,Cost / conv.,CTR,Avg. CPC,Conv. rate,Total conv. value,Avg. Cost,Avg. CPM,Network (with search partners),All conv.
17430955909,New campaign,6,0,0,0.00,2022-07-13,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,7,0,0,0.00,2022-07-10,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,6,0,0,0.00,2022-07-11,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,10,1,7350000,0.00,2022-07-06,Computers,Search Network,Google search: Top,USD,0,10.00%,7350000,0.00%,0.00,7350000,735000000,Google search,0.00
17430955909,New campaign,10,0,0,0.00,2022-07-07,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,10,0,0,0.00,2022-07-11,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,4,0,0,0.00,2022-07-17,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,1,0,0,0.00,2022-07-16,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,2,0,0,0.00,2022-07-09,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,3,0,0,0.00,2022-07-14,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,32,0,0,0.00,2022-07-14,Mobile devices with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,5,0,0,0.00,2022-07-16,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,4,1,25420000,0.00,2022-07-15,Computers,Search Network,Google search: Top,USD,0,25.00%,25420000,0.00%,0.00,25420000,6355000000,Google search,0.00
17430955909,New campaign,78,2,22970000,0.00,2022-07-11,Mobile devices with full browsers,Search Network,Google search: Top,USD,0,2.56%,11485000,0.00%,0.00,11485000,294487179,Google search,0.00
17430955909,New campaign,1,0,0,0.00,2022-07-11,Tablets with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,4,0,0,0.00,2022-07-06,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,1,0,0,0.00,2022-07-07,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,9,1,5010000,0.00,2022-07-10,Tablets with full browsers,Search Network,Google search: Top,USD,0,11.11%,5010000,0.00%,0.00,5010000,556666667,Google search,0.00
17430955909,New campaign,1,0,0,0.00,2022-07-16,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,2,0,0,0.00,2022-07-09,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,6,0,0,0.00,2022-07-10,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,8,0,0,0.00,2022-07-12,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,39,1,6080000,0.00,2022-07-06,Mobile devices with full browsers,Search Network,Google search: Top,USD,0,2.56%,6080000,0.00%,0.00,6080000,155897436,Google search,0.00
17430955909,New campaign,1,0,0,0.00,2022-07-09,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,26,1,7520000,0.00,2022-07-09,Mobile devices with full browsers,Search Network,Google search: Top,USD,0,3.85%,7520000,0.00%,0.00,7520000,289230769,Google search,0.00
17430955909,New campaign,2,0,0,0.00,2022-07-10,Tablets with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,30,0,0,0.00,2022-07-12,Computers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,2,0,0,0.00,2022-07-15,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,1,0,0,0.00,2022-07-17,Tablets with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,2,0,0,0.00,2022-07-05,Computers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,2,0,0,0.00,2022-07-13,Mobile devices with full browsers,Search Network,Google search: Other,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
17430955909,New campaign,6,0,0,0.00,2022-07-11,Tablets with full browsers,Search Network,Google search: Top,USD,0,0.00%,0,0.00%,0.00,0,0,Google search,0.00
